WorkCode,ResourceGroupCode,ResourceCode,ResourceClassification,Quantity,Weight,Cost
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.21,2803.22
L3092,D349201,P231231,M,230.23,61469.09,14152026.35
L3092,D349201,P231232,M,140.14,2000.30,280321.93
L3092,D349201,P231233,M,1591.59,4900.73,7799957.66
L3092,D349201,R0032,L,1.00,10001.50,10011.50
L3092,D349201,R0033,L,1.00,12001.80,12013.80
L3092,D349201,R0034,L,2.00,10001.50,20022.99
L3092,D349201,R0035,L,2.00,12001.80,24027.59
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.18,2402.76
T3940,R39402,L3092,M,1.00,1400.21,1401.61
T3941,R39402,P302012,M,4.00,122435.69,490232.42
T3942,R39402,R1211,L,1.00,8001.20,8009.20
T3943,R39402,R1212,L,1.00,9001.35,9010.35
T3944,R39402,R1213,F,1.00,450.07,450.52
T3945,R39402,R1214,F,1.00,5000.75,5005.75
L2903,T29391,R9942,M,90.08,20006.00,1802069.50
L2903,T29391,R9943,M,2933.49,8002.40,23474958.68
L2903,T29391,R9944,M,483.41,9306.79,4498998.66
L2903,T29391,R9945,M,231.20,1440.43,333022.44
L2903,T29391,R9946,M,64.05,203.06,13006.94
L2903,T29391,R2039,L,4.00,10003.00,40045.99
L2903,T29391,R2040,L,4.00,10003.00,40045.99
L2903,T29391,R2041,L,4.00,10003.00,40045.99
L2903,T29391,R2042,L,2.00,12003.60,24027.59
L2903,T29391,M34211,F,4.00,900.27,3604.14
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.42,2803.22
L3092,D349201,P231231,M,230.20,61478.31,14152026.03
L3092,D349201,P231232,M,140.12,2000.60,280321.92
L3092,D349201,P231233,M,1591.35,4901.47,7799957.48
L3092,D349201,R0032,L,1.00,10003.00,10011.50
L3092,D349201,R0033,L,1.00,12003.60,12013.80
L3092,D349201,R0034,L,2.00,10003.00,20022.99
L3092,D349201,R0035,L,2.00,12003.60,24027.59
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.36,2402.76
T3940,R39402,L3092,M,1.00,1400.42,1401.61
T3941,R39402,P302012,M,4.00,122454.06,490232.41
T3942,R39402,R1211,L,1.00,8002.40,8009.20
T3943,R39402,R1212,L,1.00,9002.70,9010.35
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.50,5005.75
L2903,T29391,R9942,M,90.09,20003.00,1802069.46
L2903,T29391,R9943,M,2933.93,8001.20,23474958.15
L2903,T29391,R9944,M,483.48,9305.39,4498998.56
L2903,T29391,R9945,M,231.23,1440.22,333022.44
L2903,T29391,R9946,M,64.06,203.03,13006.94
L2903,T29391,R2039,L,4.00,10001.50,40045.99
L2903,T29391,R2040,L,4.00,10001.50,40045.99
L2903,T29391,R2041,L,4.00,10001.50,40045.99
L2903,T29391,R2042,L,2.00,12001.80,24027.59
L2903,T29391,M34211,F,4.00,900.13,3604.14
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.21,2803.22
L3092,D349201,P231231,M,230.23,61469.09,14152025.71
L3092,D349201,P231232,M,140.14,2000.30,280321.92
L3092,D349201,P231233,M,1591.59,4900.73,7799957.31
L3092,D349201,R0032,L,1.00,10001.50,10011.50
L3092,D349201,R0033,L,1.00,12001.80,12013.80
L3092,D349201,R0034,L,2.00,10001.50,20022.99
L3092,D349201,R0035,L,2.00,12001.80,24027.59
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.18,2402.76
T3940,R39402,L3092,M,1.00,1400.21,1401.61
T3941,R39402,P302012,M,4.00,122435.69,490232.40
T3942,R39402,R1211,L,1.00,8001.20,8009.20
T3943,R39402,R1212,L,1.00,9001.35,9010.35
T3944,R39402,R1213,F,1.00,450.07,450.52
T3945,R39402,R1214,F,1.00,5000.75,5005.75
L2903,T29391,R9942,M,90.08,20006.00,1802069.42
L2903,T29391,R9943,M,2933.49,8002.40,23474957.63
L2903,T29391,R9944,M,483.41,9306.79,4498998.46
L2903,T29391,R9945,M,231.20,1440.43,333022.43
L2903,T29391,R9946,M,64.05,203.06,13006.94
L2903,T29391,R2039,L,4.00,10003.00,40045.99
L2903,T29391,R2040,L,4.00,10003.00,40045.99
L2903,T29391,R2041,L,4.00,10003.00,40045.99
L2903,T29391,R2042,L,2.00,12003.60,24027.59
L2903,T29391,M34211,F,4.00,900.27,3604.14
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.42,2803.22
L3092,D349201,P231231,M,230.20,61478.31,14152025.39
L3092,D349201,P231232,M,140.12,2000.60,280321.91
L3092,D349201,P231233,M,1591.35,4901.47,7799957.13
L3092,D349201,R0032,L,1.00,10003.00,10011.50
L3092,D349201,R0033,L,1.00,12003.60,12013.80
L3092,D349201,R0034,L,2.00,10003.00,20022.99
L3092,D349201,R0035,L,2.00,12003.60,24027.59
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.36,2402.76
T3940,R39402,L3092,M,1.00,1400.42,1401.61
T3941,R39402,P302012,M,4.00,122454.06,490232.39
T3942,R39402,R1211,L,1.00,8002.40,8009.20
T3943,R39402,R1212,L,1.00,9002.70,9010.35
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.50,5005.75
L2903,T29391,R9942,M,90.09,20003.00,1802069.38
L2903,T29391,R9943,M,2933.93,8001.20,23474957.10
L2903,T29391,R9944,M,483.48,9305.39,4498998.35
L2903,T29391,R9945,M,231.23,1440.22,333022.42
L2903,T29391,R9946,M,64.06,203.03,13006.94
L2903,T29391,R2039,L,4.00,10001.50,40045.99
L2903,T29391,R2040,L,4.00,10001.50,40045.99
L2903,T29391,R2041,L,4.00,10001.50,40045.99
L2903,T29391,R2042,L,2.00,12001.80,24027.59
L2903,T29391,M34211,F,4.00,900.13,3604.14
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.21,2803.22
L3092,D349201,P231231,M,230.23,61469.09,14152025.08
L3092,D349201,P231232,M,140.14,2000.30,280321.90
L3092,D349201,P231233,M,1591.59,4900.73,7799956.96
L3092,D349201,R0032,L,1.00,10001.50,10011.50
L3092,D349201,R0033,L,1.00,12001.80,12013.80
L3092,D349201,R0034,L,2.00,10001.50,20022.99
L3092,D349201,R0035,L,2.00,12001.80,24027.59
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.18,2402.76
T3940,R39402,L3092,M,1.00,1400.21,1401.61
T3941,R39402,P302012,M,4.00,122435.69,490232.38
T3942,R39402,R1211,L,1.00,8001.20,8009.20
T3943,R39402,R1212,L,1.00,9001.35,9010.35
T3944,R39402,R1213,F,1.00,450.07,450.52
T3945,R39402,R1214,F,1.00,5000.75,5005.75
L2903,T29391,R9942,M,90.08,20006.00,1802069.34
L2903,T29391,R9943,M,2933.49,8002.40,23474956.57
L2903,T29391,R9944,M,483.41,9306.79,4498998.25
L2903,T29391,R9945,M,231.20,1440.43,333022.41
L2903,T29391,R9946,M,64.05,203.06,13006.94
L2903,T29391,R2039,L,4.00,10003.00,40045.99
L2903,T29391,R2040,L,4.00,10003.00,40045.99
L2903,T29391,R2041,L,4.00,10003.00,40045.99
L2903,T29391,R2042,L,2.00,12003.60,24027.59
L2903,T29391,M34211,F,4.00,900.27,3604.14
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.42,2803.22
L3092,D349201,P231231,M,230.20,61478.31,14152024.76
L3092,D349201,P231232,M,140.12,2000.60,280321.90
L3092,D349201,P231233,M,1591.35,4901.47,7799956.78
L3092,D349201,R0032,L,1.00,10003.00,10011.50
L3092,D349201,R0033,L,1.00,12003.60,12013.80
L3092,D349201,R0034,L,2.00,10003.00,20022.99
L3092,D349201,R0035,L,2.00,12003.60,24027.59
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.36,2402.76
T3940,R39402,L3092,M,1.00,1400.42,1401.61
T3941,R39402,P302012,M,4.00,122454.05,490232.36
T3942,R39402,R1211,L,1.00,8002.40,8009.20
T3943,R39402,R1212,L,1.00,9002.70,9010.35
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.50,5005.75
L2903,T29391,R9942,M,90.09,20002.99,1802069.30
L2903,T29391,R9943,M,2933.93,8001.20,23474956.04
L2903,T29391,R9944,M,483.48,9305.39,4498998.15
L2903,T29391,R9945,M,231.23,1440.22,333022.41
L2903,T29391,R9946,M,64.06,203.03,13006.94
L2903,T29391,R2039,L,4.00,10001.50,40045.98
L2903,T29391,R2040,L,4.00,10001.50,40045.98
L2903,T29391,R2041,L,4.00,10001.50,40045.98
L2903,T29391,R2042,L,2.00,12001.80,24027.59
L2903,T29391,M34211,F,4.00,900.13,3604.14
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.21,2803.22
L3092,D349201,P231231,M,230.23,61469.09,14152024.44
L3092,D349201,P231232,M,140.14,2000.30,280321.89
L3092,D349201,P231233,M,1591.59,4900.73,7799956.61
L3092,D349201,R0032,L,1.00,10001.50,10011.50
L3092,D349201,R0033,L,1.00,12001.80,12013.80
L3092,D349201,R0034,L,2.00,10001.50,20022.99
L3092,D349201,R0035,L,2.00,12001.80,24027.59
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.18,2402.76
T3940,R39402,L3092,M,1.00,1400.21,1401.61
T3941,R39402,P302012,M,4.00,122435.69,490232.35
T3942,R39402,R1211,L,1.00,8001.20,8009.20
T3943,R39402,R1212,L,1.00,9001.35,9010.35
T3944,R39402,R1213,F,1.00,450.07,450.52
T3945,R39402,R1214,F,1.00,5000.75,5005.75
L2903,T29391,R9942,M,90.08,20006.00,1802069.26
L2903,T29391,R9943,M,2933.49,8002.40,23474955.51
L2903,T29391,R9944,M,483.41,9306.79,4498998.05
L2903,T29391,R9945,M,231.20,1440.43,333022.40
L2903,T29391,R9946,M,64.05,203.06,13006.94
L2903,T29391,R2039,L,4.00,10003.00,40045.98
L2903,T29391,R2040,L,4.00,10003.00,40045.98
L2903,T29391,R2041,L,4.00,10003.00,40045.98
L2903,T29391,R2042,L,2.00,12003.60,24027.59
L2903,T29391,M34211,F,4.00,900.27,3604.14
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.42,2803.22
L3092,D349201,P231231,M,230.20,61478.31,14152024.12
L3092,D349201,P231232,M,140.12,2000.60,280321.88
L3092,D349201,P231233,M,1591.35,4901.47,7799956.43
L3092,D349201,R0032,L,1.00,10003.00,10011.50
L3092,D349201,R0033,L,1.00,12003.60,12013.80
L3092,D349201,R0034,L,2.00,10003.00,20022.99
L3092,D349201,R0035,L,2.00,12003.60,24027.59
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.36,2402.76
T3940,R39402,L3092,M,1.00,1400.42,1401.61
T3941,R39402,P302012,M,4.00,122454.05,490232.34
T3942,R39402,R1211,L,1.00,8002.40,8009.20
T3943,R39402,R1212,L,1.00,9002.70,9010.35
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.50,5005.75
L2903,T29391,R9942,M,90.09,20002.99,1802069.22
L2903,T29391,R9943,M,2933.93,8001.20,23474954.98
L2903,T29391,R9944,M,483.48,9305.39,4498997.95
L2903,T29391,R9945,M,231.23,1440.22,333022.39
L2903,T29391,R9946,M,64.06,203.03,13006.94
L2903,T29391,R2039,L,4.00,10001.50,40045.98
L2903,T29391,R2040,L,4.00,10001.50,40045.98
L2903,T29391,R2041,L,4.00,10001.50,40045.98
L2903,T29391,R2042,L,2.00,12001.80,24027.59
L2903,T29391,M34211,F,4.00,900.13,3604.14
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.21,2803.22
L3092,D349201,P231231,M,230.23,61469.09,14152023.80
L3092,D349201,P231232,M,140.14,2000.30,280321.88
L3092,D349201,P231233,M,1591.59,4900.73,7799956.26
L3092,D349201,R0032,L,1.00,10001.50,10011.50
L3092,D349201,R0033,L,1.00,12001.80,12013.79
L3092,D349201,R0034,L,2.00,10001.50,20022.99
L3092,D349201,R0035,L,2.00,12001.80,24027.59
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.18,2402.76
T3940,R39402,L3092,M,1.00,1400.21,1401.61
T3941,R39402,P302012,M,4.00,122435.68,490232.33
T3942,R39402,R1211,L,1.00,8001.20,8009.20
T3943,R39402,R1212,L,1.00,9001.35,9010.35
T3944,R39402,R1213,F,1.00,450.07,450.52
T3945,R39402,R1214,F,1.00,5000.75,5005.75
L2903,T29391,R9942,M,90.08,20005.99,1802069.18
L2903,T29391,R9943,M,2933.49,8002.40,23474954.46
L2903,T29391,R9944,M,483.41,9306.79,4498997.85
L2903,T29391,R9945,M,231.20,1440.43,333022.38
L2903,T29391,R9946,M,64.05,203.06,13006.93
L2903,T29391,R2039,L,4.00,10003.00,40045.98
L2903,T29391,R2040,L,4.00,10003.00,40045.98
L2903,T29391,R2041,L,4.00,10003.00,40045.98
L2903,T29391,R2042,L,2.00,12003.60,24027.59
L2903,T29391,M34211,F,4.00,900.27,3604.14
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.42,2803.22
L3092,D349201,P231231,M,230.20,61478.31,14152023.48
L3092,D349201,P231232,M,140.12,2000.60,280321.87
L3092,D349201,P231233,M,1591.35,4901.47,7799956.08
L3092,D349201,R0032,L,1.00,10003.00,10011.50
L3092,D349201,R0033,L,1.00,12003.60,12013.79
L3092,D349201,R0034,L,2.00,10003.00,20022.99
L3092,D349201,R0035,L,2.00,12003.60,24027.59
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.36,2402.76
T3940,R39402,L3092,M,1.00,1400.42,1401.61
T3941,R39402,P302012,M,4.00,122454.05,490232.32
T3942,R39402,R1211,L,1.00,8002.40,8009.20
T3943,R39402,R1212,L,1.00,9002.70,9010.35
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.50,5005.75
L2903,T29391,R9942,M,90.09,20002.99,1802069.13
L2903,T29391,R9943,M,2933.93,8001.20,23474953.93
L2903,T29391,R9944,M,483.48,9305.39,4498997.75
L2903,T29391,R9945,M,231.23,1440.22,333022.38
L2903,T29391,R9946,M,64.06,203.03,13006.93
L2903,T29391,R2039,L,4.00,10001.50,40045.98
L2903,T29391,R2040,L,4.00,10001.50,40045.98
L2903,T29391,R2041,L,4.00,10001.50,40045.98
L2903,T29391,R2042,L,2.00,12001.80,24027.59
L2903,T29391,M34211,F,4.00,900.13,3604.14
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.21,2803.22
L3092,D349201,P231231,M,230.23,61469.09,14152023.17
L3092,D349201,P231232,M,140.14,2000.30,280321.87
L3092,D349201,P231233,M,1591.59,4900.73,7799955.90
L3092,D349201,R0032,L,1.00,10001.50,10011.50
L3092,D349201,R0033,L,1.00,12001.80,12013.79
L3092,D349201,R0034,L,2.00,10001.50,20022.99
L3092,D349201,R0035,L,2.00,12001.80,24027.59
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.18,2402.76
T3940,R39402,L3092,M,1.00,1400.21,1401.61
T3941,R39402,P302012,M,4.00,122435.68,490232.31
T3942,R39402,R1211,L,1.00,8001.20,8009.20
T3943,R39402,R1212,L,1.00,9001.35,9010.35
T3944,R39402,R1213,F,1.00,450.07,450.52
T3945,R39402,R1214,F,1.00,5000.75,5005.75
L2903,T29391,R9942,M,90.08,20005.99,1802069.09
L2903,T29391,R9943,M,2933.49,8002.40,23474953.40
L2903,T29391,R9944,M,483.41,9306.79,4498997.65
L2903,T29391,R9945,M,231.20,1440.43,333022.37
L2903,T29391,R9946,M,64.05,203.06,13006.93
L2903,T29391,R2039,L,4.00,10003.00,40045.98
L2903,T29391,R2040,L,4.00,10003.00,40045.98
L2903,T29391,R2041,L,4.00,10003.00,40045.98
L2903,T29391,R2042,L,2.00,12003.60,24027.59
L2903,T29391,M34211,F,4.00,900.27,3604.14
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.42,2803.22
L3092,D349201,P231231,M,230.20,61478.31,14152022.85
L3092,D349201,P231232,M,140.12,2000.60,280321.86
L3092,D349201,P231233,M,1591.35,4901.47,7799955.73
L3092,D349201,R0032,L,1.00,10003.00,10011.49
L3092,D349201,R0033,L,1.00,12003.60,12013.79
L3092,D349201,R0034,L,2.00,10003.00,20022.99
L3092,D349201,R0035,L,2.00,12003.60,24027.59
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.36,2402.76
T3940,R39402,L3092,M,1.00,1400.42,1401.61
T3941,R39402,P302012,M,4.00,122454.05,490232.30
T3942,R39402,R1211,L,1.00,8002.40,8009.20
T3943,R39402,R1212,L,1.00,9002.70,9010.35
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.50,5005.75
L2903,T29391,R9942,M,90.09,20002.99,1802069.05
L2903,T29391,R9943,M,2933.93,8001.20,23474952.87
L2903,T29391,R9944,M,483.48,9305.39,4498997.54
L2903,T29391,R9945,M,231.23,1440.22,333022.36
L2903,T29391,R9946,M,64.06,203.03,13006.93
L2903,T29391,R2039,L,4.00,10001.50,40045.98
L2903,T29391,R2040,L,4.00,10001.50,40045.98
L2903,T29391,R2041,L,4.00,10001.50,40045.98
L2903,T29391,R2042,L,2.00,12001.80,24027.59
L2903,T29391,M34211,F,4.00,900.13,3604.14
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.21,2803.22
L3092,D349201,P231231,M,230.23,61469.08,14152022.53
L3092,D349201,P231232,M,140.14,2000.30,280321.85
L3092,D349201,P231233,M,1591.59,4900.73,7799955.55
L3092,D349201,R0032,L,1.00,10001.50,10011.49
L3092,D349201,R0033,L,1.00,12001.80,12013.79
L3092,D349201,R0034,L,2.00,10001.50,20022.99
L3092,D349201,R0035,L,2.00,12001.80,24027.59
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.18,2402.76
T3940,R39402,L3092,M,1.00,1400.21,1401.61
T3941,R39402,P302012,M,4.00,122435.68,490232.29
T3942,R39402,R1211,L,1.00,8001.20,8009.20
T3943,R39402,R1212,L,1.00,9001.35,9010.35
T3944,R39402,R1213,F,1.00,450.07,450.52
T3945,R39402,R1214,F,1.00,5000.75,5005.75
L2903,T29391,R9942,M,90.08,20005.99,1802069.01
L2903,T29391,R9943,M,2933.49,8002.40,23474952.34
L2903,T29391,R9944,M,483.41,9306.79,4498997.44
L2903,T29391,R9945,M,231.20,1440.43,333022.35
L2903,T29391,R9946,M,64.05,203.06,13006.93
L2903,T29391,R2039,L,4.00,10003.00,40045.98
L2903,T29391,R2040,L,4.00,10003.00,40045.98
L2903,T29391,R2041,L,4.00,10003.00,40045.98
L2903,T29391,R2042,L,2.00,12003.60,24027.59
L2903,T29391,M34211,F,4.00,900.27,3604.14
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.42,2803.22
L3092,D349201,P231231,M,230.20,61478.30,14152022.21
L3092,D349201,P231232,M,140.12,2000.60,280321.85
L3092,D349201,P231233,M,1591.35,4901.47,7799955.38
L3092,D349201,R0032,L,1.00,10003.00,10011.49
L3092,D349201,R0033,L,1.00,12003.60,12013.79
L3092,D349201,R0034,L,2.00,10003.00,20022.99
L3092,D349201,R0035,L,2.00,12003.60,24027.59
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.36,2402.76
T3940,R39402,L3092,M,1.00,1400.42,1401.61
T3941,R39402,P302012,M,4.00,122454.04,490232.28
T3942,R39402,R1211,L,1.00,8002.40,8009.20
T3943,R39402,R1212,L,1.00,9002.70,9010.35
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.50,5005.75
L2903,T29391,R9942,M,90.09,20002.99,1802068.97
L2903,T29391,R9943,M,2933.93,8001.20,23474951.82
L2903,T29391,R9944,M,483.48,9305.39,4498997.34
L2903,T29391,R9945,M,231.23,1440.22,333022.35
L2903,T29391,R9946,M,64.06,203.03,13006.93
L2903,T29391,R2039,L,4.00,10001.50,40045.98
L2903,T29391,R2040,L,4.00,10001.50,40045.98
L2903,T29391,R2041,L,4.00,10001.50,40045.98
L2903,T29391,R2042,L,2.00,12001.80,24027.59
L2903,T29391,M34211,F,4.00,900.13,3604.14
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.21,2803.22
L3092,D349201,P231231,M,230.23,61469.08,14152021.89
L3092,D349201,P231232,M,140.14,2000.30,280321.84
L3092,D349201,P231233,M,1591.59,4900.73,7799955.20
L3092,D349201,R0032,L,1.00,10001.50,10011.49
L3092,D349201,R0033,L,1.00,12001.80,12013.79
L3092,D349201,R0034,L,2.00,10001.50,20022.99
L3092,D349201,R0035,L,2.00,12001.80,24027.59
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.18,2402.76
T3940,R39402,L3092,M,1.00,1400.21,1401.61
T3941,R39402,P302012,M,4.00,122435.67,490232.26
T3942,R39402,R1211,L,1.00,8001.20,8009.20
T3943,R39402,R1212,L,1.00,9001.35,9010.34
T3944,R39402,R1213,F,1.00,450.07,450.52
T3945,R39402,R1214,F,1.00,5000.75,5005.75
L2903,T29391,R9942,M,90.08,20005.99,1802068.93
L2903,T29391,R9943,M,2933.49,8002.40,23474951.29
L2903,T29391,R9944,M,483.41,9306.79,4498997.24
L2903,T29391,R9945,M,231.20,1440.43,333022.34
L2903,T29391,R9946,M,64.05,203.06,13006.93
L2903,T29391,R2039,L,4.00,10003.00,40045.98
L2903,T29391,R2040,L,4.00,10003.00,40045.98
L2903,T29391,R2041,L,4.00,10003.00,40045.98
L2903,T29391,R2042,L,2.00,12003.60,24027.59
L2903,T29391,M34211,F,4.00,900.27,3604.14
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.42,2803.22
L3092,D349201,P231231,M,230.20,61478.30,14152021.57
L3092,D349201,P231232,M,140.12,2000.60,280321.83
L3092,D349201,P231233,M,1591.35,4901.47,7799955.03
L3092,D349201,R0032,L,1.00,10003.00,10011.49
L3092,D349201,R0033,L,1.00,12003.60,12013.79
L3092,D349201,R0034,L,2.00,10003.00,20022.99
L3092,D349201,R0035,L,2.00,12003.60,24027.59
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.36,2402.76
T3940,R39402,L3092,M,1.00,1400.42,1401.61
T3941,R39402,P302012,M,4.00,122454.04,490232.25
T3942,R39402,R1211,L,1.00,8002.40,8009.20
T3943,R39402,R1212,L,1.00,9002.70,9010.34
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.50,5005.75
L2903,T29391,R9942,M,90.09,20002.99,1802068.89
L2903,T29391,R9943,M,2933.93,8001.20,23474950.76
L2903,T29391,R9944,M,483.48,9305.39,4498997.14
L2903,T29391,R9945,M,231.23,1440.22,333022.33
L2903,T29391,R9946,M,64.06,203.03,13006.93
L2903,T29391,R2039,L,4.00,10001.50,40045.98
L2903,T29391,R2040,L,4.00,10001.50,40045.98
L2903,T29391,R2041,L,4.00,10001.50,40045.98
L2903,T29391,R2042,L,2.00,12001.80,24027.59
L2903,T29391,M34211,F,4.00,900.13,3604.14
L2903,T29391,M34212,F,4.00,100.01,400.46
L2903,T29391,M34213,F,2.00,1400.21,2803.22
L3092,D349201,P231231,M,230.23,61469.08,14152021.26
L3092,D349201,P231232,M,140.14,2000.30,280321.83
L3092,D349201,P231233,M,1591.59,4900.73,7799954.85
L3092,D349201,R0032,L,1.00,10001.50,10011.49
L3092,D349201,R0033,L,1.00,12001.80,12013.79
L3092,D349201,R0034,L,2.00,10001.50,20022.99
L3092,D349201,R0035,L,2.00,12001.80,24027.59
L3092,D349201,M3241,F,2.00,800.12,1601.84
L3092,D349201,M23141,F,2.00,1200.18,2402.76
T3940,R39402,L3092,M,1.00,1400.21,1401.61
T3941,R39402,P302012,M,4.00,122435.67,490232.24
T3942,R39402,R1211,L,1.00,8001.20,8009.20
T3943,R39402,R1212,L,1.00,9001.35,9010.34
T3944,R39402,R1213,F,1.00,450.07,450.52
T3945,R39402,R1214,F,1.00,5000.75,5005.75
L2903,T29391,R9942,M,90.08,20005.99,1802068.85
L2903,T29391,R9943,M,2933.49,8002.40,23474950.23
L2903,T29391,R9944,M,483.41,9306.79,4498997.04
L2903,T29391,R9945,M,231.20,1440.43,333022.32
L2903,T29391,R9946,M,64.05,203.06,13006.93
L2903,T29391,R2039,L,4.00,10003.00,40045.97
L2903,T29391,R2040,L,4.00,10003.00,40045.97
L2903,T29391,R2041,L,4.00,10003.00,40045.97
L2903,T29391,R2042,L,2.00,12003.60,24027.58
L2903,T29391,M34211,F,4.00,900.27,3604.14
L2903,T29391,M34212,F,4.00,100.03,400.46
L2903,T29391,M34213,F,2.00,1400.42,2803.22
L3092,D349201,P231231,M,230.20,61478.30,14152020.94
L3092,D349201,P231232,M,140.12,2000.60,280321.82
L3092,D349201,P231233,M,1591.35,4901.47,7799954.68
L3092,D349201,R0032,L,1.00,10003.00,10011.49
L3092,D349201,R0033,L,1.00,12003.60,12013.79
L3092,D349201,R0034,L,2.00,10003.00,20022.99
L3092,D349201,R0035,L,2.00,12003.60,24027.58
L3092,D349201,M3241,F,2.00,800.24,1601.84
L3092,D349201,M23141,F,2.00,1200.36,2402.76
T3940,R39402,L3092,M,1.00,1400.42,1401.61
T3941,R39402,P302012,M,4.00,122454.04,490232.23
T3942,R39402,R1211,L,1.00,8002.40,8009.19
T3943,R39402,R1212,L,1.00,9002.70,9010.34
T3944,R39402,R1213,F,1.00,450.13,450.52
T3945,R39402,R1214,F,1.00,5001.50,5005.75
L2903,T29391,R9942,M,90.09,20002.99,1802068.81
L2903,T29391,R9943,M,2933.93,8001.20,23474949.70
L2903,T29391,R9944,M,483.48,9305.39,4498996.94
L2903,T29391,R9945,M,231.23,1440.22,333022.32
L2903,T29391,R9946,M,64.06,203.03,13006.93
L2903,T29391,R2039,L,4.00,10001.50,40045.97
L2903,T29391,R2040,L,4.00,10001.50,40045.97
L2903,T29391,R2041,L,4.00,10001.50,40045.97
L2903,T29391,R2042,L,2.00,12001.80,24027.58
L2903,T29391,M34211,F,4.00,900.13,3604.14
