Quantity,Weight,Cost
1.00,5000.75,5005.75
90.08,20005.99,1802068.77
2933.49,8002.40,23474949.17
483.41,9306.79,4498996.84
231.20,1440.43,333022.31
64.05,203.06,13006.93
4.00,10003.00,40045.97
4.00,10003.00,40045.97
4.00,10003.00,40045.97
2.00,12003.60,24027.58
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.30,14152020.30
140.12,2000.60,280321.81
1591.35,4901.47,7799954.33
1.00,10003.00,10011.49
1.00,12003.60,12013.79
2.00,10003.00,20022.99
2.00,12003.60,24027.58
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.03,490232.21
1.00,8002.40,8009.19
1.00,9002.70,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.75
90.09,20002.99,1802068.73
2933.93,8001.20,23474948.65
483.48,9305.39,4498996.73
231.23,1440.22,333022.30
64.06,203.03,13006.93
4.00,10001.50,40045.97
4.00,10001.50,40045.97
4.00,10001.50,40045.97
2.00,12001.79,24027.58
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.08,14152019.98
140.14,2000.30,280321.80
1591.59,4900.73,7799954.15
1.00,10001.50,10011.49
1.00,12001.79,12013.79
2.00,10001.50,20022.99
2.00,12001.79,24027.58
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.67,490232.20
1.00,8001.20,8009.19
1.00,9001.35,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.75
90.08,20005.99,1802068.69
2933.49,8002.40,23474948.12
483.41,9306.79,4498996.63
231.20,1440.43,333022.29
64.05,203.06,13006.93
4.00,10003.00,40045.97
4.00,10003.00,40045.97
4.00,10003.00,40045.97
2.00,12003.60,24027.58
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.30,14152019.66
140.12,2000.60,280321.80
1591.35,4901.47,7799953.97
1.00,10003.00,10011.49
1.00,12003.60,12013.79
2.00,10003.00,20022.99
2.00,12003.60,24027.58
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.03,490232.19
1.00,8002.40,8009.19
1.00,9002.70,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.75
90.09,20002.99,1802068.65
2933.93,8001.20,23474947.59
483.48,9305.39,4498996.53
231.23,1440.22,333022.29
64.06,203.03,13006.93
4.00,10001.50,40045.97
4.00,10001.50,40045.97
4.00,10001.50,40045.97
2.00,12001.79,24027.58
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.08,14152019.34
140.14,2000.30,280321.79
1591.59,4900.73,7799953.80
1.00,10001.50,10011.49
1.00,12001.79,12013.79
2.00,10001.50,20022.98
2.00,12001.79,24027.58
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.66,490232.18
1.00,8001.20,8009.19
1.00,9001.35,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.75
90.08,20005.99,1802068.61
2933.49,8002.40,23474947.06
483.41,9306.79,4498996.43
231.20,1440.43,333022.28
64.05,203.06,13006.93
4.00,10003.00,40045.97
4.00,10003.00,40045.97
4.00,10003.00,40045.97
2.00,12003.59,24027.58
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.30,14152019.03
140.12,2000.60,280321.78
1591.35,4901.47,7799953.62
1.00,10003.00,10011.49
1.00,12003.59,12013.79
2.00,10003.00,20022.98
2.00,12003.59,24027.58
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.03,490232.17
1.00,8002.40,8009.19
1.00,9002.70,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.75
90.09,20002.99,1802068.57
2933.93,8001.20,23474946.53
483.48,9305.39,4498996.33
231.23,1440.22,333022.27
64.06,203.03,13006.93
4.00,10001.50,40045.97
4.00,10001.50,40045.97
4.00,10001.50,40045.97
2.00,12001.79,24027.58
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.08,14152018.71
140.14,2000.30,280321.78
1591.59,4900.73,7799953.45
1.00,10001.50,10011.49
1.00,12001.79,12013.79
2.00,10001.50,20022.98
2.00,12001.79,24027.58
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.66,490232.15
1.00,8001.20,8009.19
1.00,9001.35,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.75
90.08,20005.99,1802068.53
2933.49,8002.40,23474946.01
483.41,9306.79,4498996.23
231.20,1440.43,333022.26
64.05,203.06,13006.93
4.00,10003.00,40045.97
4.00,10003.00,40045.97
4.00,10003.00,40045.97
2.00,12003.59,24027.58
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.30,14152018.39
140.12,2000.60,280321.77
1591.35,4901.47,7799953.27
1.00,10003.00,10011.49
1.00,12003.59,12013.79
2.00,10003.00,20022.98
2.00,12003.59,24027.58
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.03,490232.14
1.00,8002.40,8009.19
1.00,9002.70,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.75
90.09,20002.99,1802068.49
2933.93,8001.20,23474945.48
483.48,9305.39,4498996.13
231.23,1440.22,333022.26
64.06,203.03,13006.93
4.00,10001.50,40045.97
4.00,10001.50,40045.97
4.00,10001.50,40045.97
2.00,12001.79,24027.58
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.07,14152018.07
140.14,2000.30,280321.76
1591.59,4900.73,7799953.10
1.00,10001.50,10011.49
1.00,12001.79,12013.79
2.00,10001.50,20022.98
2.00,12001.79,24027.58
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.66,490232.13
1.00,8001.20,8009.19
1.00,9001.35,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.75
90.08,20005.99,1802068.45
2933.49,8002.40,23474944.95
483.41,9306.79,4498996.03
231.20,1440.43,333022.25
64.05,203.06,13006.93
4.00,10003.00,40045.97
4.00,10003.00,40045.97
4.00,10003.00,40045.97
2.00,12003.59,24027.58
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.30,14152017.75
140.12,2000.60,280321.76
1591.35,4901.47,7799952.92
1.00,10003.00,10011.49
1.00,12003.59,12013.79
2.00,10003.00,20022.98
2.00,12003.59,24027.58
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.02,490232.12
1.00,8002.40,8009.19
1.00,9002.70,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.75
90.09,20002.99,1802068.40
2933.93,8001.20,23474944.42
483.48,9305.39,4498995.92
231.23,1440.22,333022.24
64.06,203.03,13006.93
4.00,10001.49,40045.96
4.00,10001.49,40045.96
4.00,10001.49,40045.96
2.00,12001.79,24027.58
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.07,14152017.43
140.14,2000.30,280321.75
1591.59,4900.73,7799952.75
1.00,10001.49,10011.49
1.00,12001.79,12013.79
2.00,10001.49,20022.98
2.00,12001.79,24027.58
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.66,490232.11
1.00,8001.20,8009.19
1.00,9001.35,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.75
90.08,20005.99,1802068.36
2933.49,8002.40,23474943.89
483.41,9306.79,4498995.82
231.20,1440.43,333022.23
64.05,203.06,13006.93
4.00,10003.00,40045.96
4.00,10003.00,40045.96
4.00,10003.00,40045.96
2.00,12003.59,24027.58
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.29,14152017.12
140.12,2000.60,280321.75
1591.35,4901.47,7799952.57
1.00,10003.00,10011.49
1.00,12003.59,12013.79
2.00,10003.00,20022.98
2.00,12003.59,24027.58
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.02,490232.10
1.00,8002.40,8009.19
1.00,9002.70,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.75
90.09,20002.99,1802068.32
2933.93,8001.20,23474943.36
483.48,9305.39,4498995.72
231.23,1440.22,333022.23
64.06,203.03,13006.93
4.00,10001.49,40045.96
4.00,10001.49,40045.96
4.00,10001.49,40045.96
2.00,12001.79,24027.58
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.07,14152016.80
140.14,2000.30,280321.74
1591.59,4900.73,7799952.39
1.00,10001.49,10011.49
1.00,12001.79,12013.79
2.00,10001.49,20022.98
2.00,12001.79,24027.58
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.65,490232.09
1.00,8001.20,8009.19
1.00,9001.35,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.75
90.08,20005.99,1802068.28
2933.49,8002.40,23474942.84
483.41,9306.79,4498995.62
231.20,1440.43,333022.22
64.05,203.06,13006.93
4.00,10002.99,40045.96
4.00,10002.99,40045.96
4.00,10002.99,40045.96
2.00,12003.59,24027.58
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.29,14152016.48
140.12,2000.60,280321.73
1591.35,4901.47,7799952.22
1.00,10002.99,10011.49
1.00,12003.59,12013.79
2.00,10002.99,20022.98
2.00,12003.59,24027.58
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.02,490232.08
1.00,8002.40,8009.19
1.00,9002.70,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.75
90.09,20002.99,1802068.24
2933.93,8001.20,23474942.31
483.48,9305.39,4498995.52
231.23,1440.22,333022.21
64.06,203.03,13006.93
4.00,10001.49,40045.96
4.00,10001.49,40045.96
4.00,10001.49,40045.96
2.00,12001.79,24027.58
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.07,14152016.16
140.14,2000.30,280321.73
1591.59,4900.73,7799952.04
1.00,10001.49,10011.49
1.00,12001.79,12013.79
2.00,10001.49,20022.98
2.00,12001.79,24027.58
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.65,490232.07
1.00,8001.20,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.75
90.08,20005.99,1802068.20
2933.49,8002.40,23474941.78
483.41,9306.79,4498995.42
231.20,1440.43,333022.20
64.05,203.06,13006.93
4.00,10002.99,40045.96
4.00,10002.99,40045.96
4.00,10002.99,40045.96
2.00,12003.59,24027.58
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.29,14152015.84
140.12,2000.60,280321.72
1591.35,4901.47,7799951.87
1.00,10002.99,10011.49
1.00,12003.59,12013.79
2.00,10002.99,20022.98
2.00,12003.59,24027.58
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.02,490232.06
1.00,8002.40,8009.19
1.00,9002.70,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.75
90.09,20002.99,1802068.16
2933.93,8001.20,23474941.25
483.48,9305.39,4498995.32
231.23,1440.22,333022.20
64.06,203.03,13006.93
4.00,10001.49,40045.96
4.00,10001.49,40045.96
4.00,10001.49,40045.96
2.00,12001.79,24027.58
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.07,14152015.52
140.14,2000.30,280321.71
1591.59,4900.73,7799951.69
1.00,10001.49,10011.49
1.00,12001.79,12013.79
2.00,10001.49,20022.98
2.00,12001.79,24027.58
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.65,490232.04
1.00,8001.20,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.74
90.08,20005.99,1802068.12
2933.49,8002.40,23474940.72
483.41,9306.79,4498995.22
231.20,1440.43,333022.19
64.05,203.06,13006.93
4.00,10002.99,40045.96
4.00,10002.99,40045.96
4.00,10002.99,40045.96
2.00,12003.59,24027.57
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.29,14152015.21
140.12,2000.60,280321.71
1591.35,4901.47,7799951.52
1.00,10002.99,10011.49
1.00,12003.59,12013.79
2.00,10002.99,20022.98
2.00,12003.59,24027.57
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.01,490232.03
1.00,8002.40,8009.19
1.00,9002.69,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.74
90.09,20002.99,1802068.08
2933.93,8001.20,23474940.20
483.48,9305.39,4498995.11
231.23,1440.22,333022.18
64.06,203.03,13006.93
4.00,10001.49,40045.96
4.00,10001.49,40045.96
4.00,10001.49,40045.96
2.00,12001.79,24027.57
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.07,14152014.89
140.14,2000.30,280321.70
1591.59,4900.73,7799951.34
1.00,10001.49,10011.49
1.00,12001.79,12013.79
2.00,10001.49,20022.98
2.00,12001.79,24027.57
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.64,490232.02
1.00,8001.20,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.74
90.08,20005.99,1802068.04
2933.49,8002.40,23474939.67
483.41,9306.79,4498995.01
231.20,1440.43,333022.17
64.05,203.06,13006.93
4.00,10002.99,40045.96
4.00,10002.99,40045.96
4.00,10002.99,40045.96
2.00,12003.59,24027.57
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.29,14152014.57
140.12,2000.60,280321.70
1591.35,4901.47,7799951.17
1.00,10002.99,10011.49
1.00,12003.59,12013.79
2.00,10002.99,20022.98
2.00,12003.59,24027.57
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.01,490232.01
1.00,8002.40,8009.19
1.00,9002.69,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.74
90.09,20002.99,1802068.00
2933.93,8001.19,23474939.14
483.48,9305.39,4498994.91
231.23,1440.22,333022.17
64.06,203.03,13006.93
4.00,10001.49,40045.96
4.00,10001.49,40045.96
4.00,10001.49,40045.96
2.00,12001.79,24027.57
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.07,14152014.25
140.14,2000.30,280321.69
1591.59,4900.73,7799950.99
1.00,10001.49,10011.49
1.00,12001.79,12013.79
2.00,10001.49,20022.98
2.00,12001.79,24027.57
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.64,490232.00
1.00,8001.19,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.74
90.08,20005.99,1802067.96
2933.49,8002.40,23474938.61
483.41,9306.79,4498994.81
231.20,1440.43,333022.16
64.05,203.06,13006.93
4.00,10002.99,40045.95
4.00,10002.99,40045.95
4.00,10002.99,40045.95
2.00,12003.59,24027.57
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.29,14152013.93
140.12,2000.60,280321.68
1591.35,4901.47,7799950.82
1.00,10002.99,10011.49
1.00,12003.59,12013.79
2.00,10002.99,20022.98
2.00,12003.59,24027.57
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.01,490231.99
1.00,8002.40,8009.19
1.00,9002.69,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.74
90.09,20002.99,1802067.92
2933.93,8001.19,23474938.08
483.48,9305.39,4498994.71
231.23,1440.22,333022.15
64.06,203.03,13006.93
4.00,10001.49,40045.95
4.00,10001.49,40045.95
4.00,10001.49,40045.95
2.00,12001.79,24027.57
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.07,14152013.61
140.14,2000.30,280321.68
1591.59,4900.73,7799950.64
1.00,10001.49,10011.49
1.00,12001.79,12013.79
2.00,10001.49,20022.98
2.00,12001.79,24027.57
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.64,490231.98
1.00,8001.19,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.74
90.08,20005.99,1802067.88
2933.49,8002.39,23474937.55
483.41,9306.79,4498994.61
231.20,1440.43,333022.14
64.05,203.06,13006.93
4.00,10002.99,40045.95
4.00,10002.99,40045.95
4.00,10002.99,40045.95
2.00,12003.59,24027.57
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.29,14152013.29
140.12,2000.60,280321.67
1591.35,4901.47,7799950.46
1.00,10002.99,10011.49
1.00,12003.59,12013.79
2.00,10002.99,20022.98
2.00,12003.59,24027.57
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.00,490231.97
1.00,8002.39,8009.19
1.00,9002.69,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.74
90.09,20002.99,1802067.84
2933.93,8001.19,23474937.03
483.48,9305.39,4498994.51
231.23,1440.22,333022.14
64.06,203.03,13006.93
4.00,10001.49,40045.95
4.00,10001.49,40045.95
4.00,10001.49,40045.95
2.00,12001.79,24027.57
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.06,14152012.98
140.14,2000.30,280321.66
1591.59,4900.73,7799950.29
1.00,10001.49,10011.49
1.00,12001.79,12013.79
2.00,10001.49,20022.98
2.00,12001.79,24027.57
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.64,490231.96
1.00,8001.19,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.74
90.08,20005.99,1802067.80
2933.49,8002.39,23474936.50
483.41,9306.79,4498994.41
231.20,1440.43,333022.13
64.05,203.06,13006.92
4.00,10002.99,40045.95
4.00,10002.99,40045.95
4.00,10002.99,40045.95
2.00,12003.59,24027.57
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.28,14152012.66
140.12,2000.60,280321.66
1591.35,4901.47,7799950.11
1.00,10002.99,10011.49
1.00,12003.59,12013.79
2.00,10002.99,20022.98
2.00,12003.59,24027.57
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.00,490231.95
1.00,8002.39,8009.19
1.00,9002.69,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.74
90.09,20002.99,1802067.76
2933.93,8001.19,23474935.97
483.48,9305.39,4498994.30
231.23,1440.21,333022.12
64.06,203.03,13006.92
4.00,10001.49,40045.95
4.00,10001.49,40045.95
4.00,10001.49,40045.95
2.00,12001.79,24027.57
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.06,14152012.34
140.14,2000.30,280321.65
1591.59,4900.73,7799949.94
1.00,10001.49,10011.49
1.00,12001.79,12013.79
2.00,10001.49,20022.98
2.00,12001.79,24027.57
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.63,490231.93
1.00,8001.19,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.74
90.08,20005.99,1802067.72
2933.49,8002.39,23474935.44
483.41,9306.78,4498994.20
231.20,1440.43,333022.11
64.05,203.06,13006.92
4.00,10002.99,40045.95
4.00,10002.99,40045.95
4.00,10002.99,40045.95
2.00,12003.59,24027.57
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.28,14152012.02
140.12,2000.60,280321.64
1591.35,4901.47,7799949.76
1.00,10002.99,10011.49
1.00,12003.59,12013.78
2.00,10002.99,20022.97
2.00,12003.59,24027.57
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.00,490231.92
1.00,8002.39,8009.19
1.00,9002.69,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.74
90.09,20002.99,1802067.68
2933.93,8001.19,23474934.91
483.48,9305.39,4498994.10
231.23,1440.21,333022.11
64.06,203.03,13006.92
4.00,10001.49,40045.95
4.00,10001.49,40045.95
4.00,10001.49,40045.95
2.00,12001.79,24027.57
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.06,14152011.70
140.14,2000.30,280321.64
1591.59,4900.73,7799949.59
1.00,10001.49,10011.49
1.00,12001.79,12013.78
2.00,10001.49,20022.97
2.00,12001.79,24027.57
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.63,490231.91
1.00,8001.19,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.74
90.08,20005.99,1802067.63
2933.49,8002.39,23474934.39
483.41,9306.78,4498994.00
231.20,1440.43,333022.10
64.05,203.06,13006.92
4.00,10002.99,40045.95
4.00,10002.99,40045.95
4.00,10002.99,40045.95
2.00,12003.59,24027.57
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.28,14152011.38
140.12,2000.60,280321.63
1591.35,4901.47,7799949.41
1.00,10002.99,10011.49
1.00,12003.59,12013.78
2.00,10002.99,20022.97
2.00,12003.59,24027.57
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122454.00,490231.90
1.00,8002.39,8009.19
1.00,9002.69,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.74
90.09,20002.99,1802067.59
2933.93,8001.19,23474933.86
483.48,9305.39,4498993.90
231.23,1440.21,333022.09
64.06,203.03,13006.92
4.00,10001.49,40045.95
4.00,10001.49,40045.95
4.00,10001.49,40045.95
2.00,12001.79,24027.57
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.06,14152011.07
140.14,2000.30,280321.63
1591.59,4900.73,7799949.24
1.00,10001.49,10011.49
1.00,12001.79,12013.78
2.00,10001.49,20022.97
2.00,12001.79,24027.57
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.63,490231.89
1.00,8001.19,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.74
90.08,20005.99,1802067.55
2933.49,8002.39,23474933.33
483.41,9306.78,4498993.80
231.20,1440.43,333022.08
64.05,203.06,13006.92
4.00,10002.99,40045.95
4.00,10002.99,40045.95
4.00,10002.99,40045.95
2.00,12003.59,24027.57
4.00,900.27,3604.14
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.28,14152010.75
140.12,2000.60,280321.62
1591.35,4901.47,7799949.06
1.00,10002.99,10011.49
1.00,12003.59,12013.78
2.00,10002.99,20022.97
2.00,12003.59,24027.57
2.00,800.24,1601.84
2.00,1200.36,2402.76
1.00,1400.42,1401.61
4.00,122453.99,490231.88
1.00,8002.39,8009.19
1.00,9002.69,9010.34
1.00,450.13,450.52
1.00,5001.50,5005.74
90.09,20002.98,1802067.51
2933.93,8001.19,23474932.80
483.48,9305.39,4498993.70
231.23,1440.21,333022.08
64.06,203.03,13006.92
4.00,10001.49,40045.94
4.00,10001.49,40045.94
4.00,10001.49,40045.94
2.00,12001.79,24027.57
4.00,900.13,3604.14
4.00,100.01,400.46
2.00,1400.21,2803.22
230.23,61469.06,14152010.43
140.14,2000.30,280321.61
1591.59,4900.73,7799948.88
1.00,10001.49,10011.49
1.00,12001.79,12013.78
2.00,10001.49,20022.97
2.00,12001.79,24027.57
2.00,800.12,1601.84
2.00,1200.18,2402.76
1.00,1400.21,1401.61
4.00,122435.63,490231.87
1.00,8001.19,8009.19
1.00,9001.34,9010.34
1.00,450.07,450.52
1.00,5000.75,5005.74
90.08,20005.99,1802067.47
2933.49,8002.39,23474932.27
483.41,9306.78,4498993.60
231.20,1440.43,333022.07
64.05,203.06,13006.92
4.00,10002.99,40045.94
4.00,10002.99,40045.94
4.00,10002.99,40045.94
2.00,12003.59,24027.57
4.00,900.27,3604.13
4.00,100.03,400.46
2.00,1400.42,2803.22
230.20,61478.28,14152010.11
140.12,2000.60,280321.61
